ts,scenario,op,n,note,ms
2025-09-08T18:17:53.392857373+03:00,heap_no_index,insert,10000,bulk=10000,81.538
2025-09-08T18:17:53.470941382+03:00,heap_no_index,insert,10000,bulk=10000,78.067
2025-09-08T18:17:53.552350546+03:00,heap_no_index,insert,10000,bulk=10000,81.395
2025-09-08T18:17:53.630209102+03:00,heap_no_index,insert,10000,bulk=10000,77.844
2025-09-08T18:17:53.708323562+03:00,heap_no_index,insert,10000,bulk=10000,78.101
2025-09-08T18:17:53.785727159+03:00,heap_no_index,insert,10000,bulk=10000,77.391
2025-09-08T18:17:53.863676231+03:00,heap_no_index,insert,10000,bulk=10000,77.936
2025-09-08T18:17:53.94161343+03:00,heap_no_index,insert,10000,bulk=10000,77.922
2025-09-08T18:17:54.019300799+03:00,heap_no_index,insert,10000,bulk=10000,77.674
2025-09-08T18:17:54.098104959+03:00,heap_no_index,insert,10000,bulk=10000,78.791
2025-09-08T18:17:54.177401232+03:00,heap_no_index,insert,10000,bulk=10000,79.282
2025-09-08T18:17:54.25027984+03:00,heap_no_index,insert,10000,bulk=10000,72.849
2025-09-08T18:17:54.321042692+03:00,heap_no_index,insert,10000,bulk=10000,70.750
2025-09-08T18:17:54.401409031+03:00,heap_no_index,insert,10000,bulk=10000,80.352
2025-09-08T18:17:54.477235991+03:00,heap_no_index,insert,10000,bulk=10000,75.808
2025-09-08T18:17:54.560716839+03:00,heap_no_index,insert,10000,bulk=10000,83.458
2025-09-08T18:17:54.621871109+03:00,heap_no_index,insert,10000,bulk=10000,61.141
2025-09-08T18:17:54.681331196+03:00,heap_no_index,insert,10000,bulk=10000,59.444
2025-09-08T18:17:54.741185547+03:00,heap_no_index,insert,10000,bulk=10000,59.840
2025-09-08T18:17:54.801134605+03:00,heap_no_index,insert,10000,bulk=10000,59.937
2025-09-08T18:17:54.861029116+03:00,heap_no_index,insert,10000,bulk=10000,59.878
2025-09-08T18:17:54.923348855+03:00,heap_no_index,insert,10000,bulk=10000,62.303
2025-09-08T18:17:54.986016134+03:00,heap_no_index,insert,10000,bulk=10000,62.650
2025-09-08T18:17:55.043482622+03:00,heap_no_index,insert,10000,bulk=10000,57.451
2025-09-08T18:17:55.100728475+03:00,heap_no_index,insert,10000,bulk=10000,57.233
2025-09-08T18:17:55.158493611+03:00,heap_no_index,insert,10000,bulk=10000,57.752
2025-09-08T18:17:55.215435089+03:00,heap_no_index,insert,10000,bulk=10000,56.927
2025-09-08T18:17:55.271568203+03:00,heap_no_index,insert,10000,bulk=10000,56.120
2025-09-08T18:17:55.330862622+03:00,heap_no_index,insert,10000,bulk=10000,59.280
2025-09-08T18:17:55.391497608+03:00,heap_no_index,insert,10000,bulk=10000,60.621
2025-09-08T18:17:55.452364264+03:00,heap_no_index,insert,10000,bulk=10000,60.849
2025-09-08T18:17:55.508067983+03:00,heap_no_index,insert,10000,bulk=10000,55.681
2025-09-08T18:17:55.564554922+03:00,heap_no_index,insert,10000,bulk=10000,56.472
2025-09-08T18:17:55.620574542+03:00,heap_no_index,insert,10000,bulk=10000,56.006
2025-09-08T18:17:55.687352291+03:00,heap_no_index,insert,10000,bulk=10000,66.763
2025-09-08T18:17:55.754503701+03:00,heap_no_index,insert,10000,bulk=10000,67.137
2025-09-08T18:17:55.820118145+03:00,heap_no_index,insert,10000,bulk=10000,65.597
2025-09-08T18:17:55.887273047+03:00,heap_no_index,insert,10000,bulk=10000,67.138
2025-09-08T18:17:55.949494587+03:00,heap_no_index,insert,10000,bulk=10000,62.184
2025-09-08T18:17:56.013496774+03:00,heap_no_index,insert,10000,bulk=10000,63.988
2025-09-08T18:17:56.072201299+03:00,heap_no_index,insert,10000,bulk=10000,58.689
2025-09-08T18:17:56.1331584+03:00,heap_no_index,insert,10000,bulk=10000,60.929
2025-09-08T18:17:56.19114424+03:00,heap_no_index,insert,10000,bulk=10000,57.971
2025-09-08T18:17:56.248087463+03:00,heap_no_index,insert,10000,bulk=10000,56.930
2025-09-08T18:17:56.312465546+03:00,heap_no_index,insert,10000,bulk=10000,64.365
2025-09-08T18:17:56.370661962+03:00,heap_no_index,insert,10000,bulk=10000,58.184
2025-09-08T18:17:56.427131021+03:00,heap_no_index,insert,10000,bulk=10000,56.451
2025-09-08T18:17:56.491924739+03:00,heap_no_index,insert,10000,bulk=10000,64.782
2025-09-08T18:17:56.548655989+03:00,heap_no_index,insert,10000,bulk=10000,56.717
2025-09-08T18:17:56.604257737+03:00,heap_no_index,insert,10000,bulk=10000,55.585
2025-09-08T18:17:56.660355092+03:00,heap_no_index,insert,10000,bulk=10000,56.084
2025-09-08T18:17:56.716479405+03:00,heap_no_index,insert,10000,bulk=10000,56.074
2025-09-08T18:17:56.772849636+03:00,heap_no_index,insert,10000,bulk=10000,56.355
2025-09-08T18:17:56.829955664+03:00,heap_no_index,insert,10000,bulk=10000,57.093
2025-09-08T18:17:56.887688881+03:00,heap_no_index,insert,10000,bulk=10000,57.719
2025-09-08T18:17:56.941673554+03:00,heap_no_index,insert,10000,bulk=10000,53.969
2025-09-08T18:17:56.998676074+03:00,heap_no_index,insert,10000,bulk=10000,56.988
2025-09-08T18:17:57.05585376+03:00,heap_no_index,insert,10000,bulk=10000,57.166
2025-09-08T18:17:57.112012855+03:00,heap_no_index,insert,10000,bulk=10000,56.146
2025-09-08T18:17:57.167413665+03:00,heap_no_index,insert,10000,bulk=10000,55.386
2025-09-08T18:17:57.223206433+03:00,heap_no_index,insert,10000,bulk=10000,55.780
2025-09-08T18:17:57.278454845+03:00,heap_no_index,insert,10000,bulk=10000,55.234
2025-09-08T18:17:57.333855655+03:00,heap_no_index,insert,10000,bulk=10000,55.388
2025-09-08T18:17:57.394136885+03:00,heap_no_index,insert,10000,bulk=10000,60.268
2025-09-08T18:17:57.450267554+03:00,heap_no_index,insert,10000,bulk=10000,56.118
2025-09-08T18:17:57.507404452+03:00,heap_no_index,insert,10000,bulk=10000,57.122
2025-09-08T18:17:57.563218243+03:00,heap_no_index,insert,10000,bulk=10000,55.802
2025-09-08T18:17:57.620454597+03:00,heap_no_index,insert,10000,bulk=10000,57.223
2025-09-08T18:17:57.678766533+03:00,heap_no_index,insert,10000,bulk=10000,58.298
2025-09-08T18:17:57.734119011+03:00,heap_no_index,insert,10000,bulk=10000,55.340
2025-09-08T18:17:57.789264335+03:00,heap_no_index,insert,10000,bulk=10000,55.131
2025-09-08T18:17:57.845086717+03:00,heap_no_index,insert,10000,bulk=10000,55.808
2025-09-08T18:17:57.901415601+03:00,heap_no_index,insert,10000,bulk=10000,56.317
2025-09-08T18:17:57.962407972+03:00,heap_no_index,insert,10000,bulk=10000,60.979
2025-09-08T18:17:58.021104604+03:00,heap_no_index,insert,10000,bulk=10000,58.676
2025-09-08T18:17:58.077037268+03:00,heap_no_index,insert,10000,bulk=10000,55.921
2025-09-08T18:17:58.133257894+03:00,heap_no_index,insert,10000,bulk=10000,56.207
2025-09-08T18:17:58.18907385+03:00,heap_no_index,insert,10000,bulk=10000,55.805
2025-09-08T18:17:58.246923425+03:00,heap_no_index,insert,10000,bulk=10000,57.837
2025-09-08T18:17:58.303924059+03:00,heap_no_index,insert,10000,bulk=10000,56.987
2025-09-08T18:17:58.359395689+03:00,heap_no_index,insert,10000,bulk=10000,55.458
2025-09-08T18:17:58.415497792+03:00,heap_no_index,insert,10000,bulk=10000,56.086
2025-09-08T18:17:58.471327367+03:00,heap_no_index,insert,10000,bulk=10000,55.808
2025-09-08T18:17:58.527097925+03:00,heap_no_index,insert,10000,bulk=10000,55.759
2025-09-08T18:17:58.581135887+03:00,heap_no_index,insert,10000,bulk=10000,54.025
2025-09-08T18:17:58.63701135+03:00,heap_no_index,insert,10000,bulk=10000,55.863
2025-09-08T18:17:58.69263398+03:00,heap_no_index,insert,10000,bulk=10000,55.607
2025-09-08T18:17:58.748243829+03:00,heap_no_index,insert,10000,bulk=10000,55.599
2025-09-08T18:17:58.803960329+03:00,heap_no_index,insert,10000,bulk=10000,55.705
2025-09-08T18:17:58.860561181+03:00,heap_no_index,insert,10000,bulk=10000,56.588
2025-09-08T18:17:58.917926325+03:00,heap_no_index,insert,10000,bulk=10000,57.352
2025-09-08T18:17:58.974662393+03:00,heap_no_index,insert,10000,bulk=10000,56.722
2025-09-08T18:17:59.030521931+03:00,heap_no_index,insert,10000,bulk=10000,55.847
2025-09-08T18:17:59.085405272+03:00,heap_no_index,insert,10000,bulk=10000,54.871
2025-09-08T18:17:59.141179741+03:00,heap_no_index,insert,10000,bulk=10000,55.760
2025-09-08T18:17:59.197248529+03:00,heap_no_index,insert,10000,bulk=10000,56.055
2025-09-08T18:17:59.253138029+03:00,heap_no_index,insert,10000,bulk=10000,55.877
2025-09-08T18:17:59.309688593+03:00,heap_no_index,insert,10000,bulk=10000,56.538
2025-09-08T18:17:59.364900128+03:00,heap_no_index,insert,10000,bulk=10000,55.199
2025-09-08T18:17:59.42110895+03:00,heap_no_index,insert,10000,bulk=10000,56.197
2025-09-08T18:17:59.479649831+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.580
2025-09-08T18:17:59.480238328+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.576
2025-09-08T18:17:59.48082501+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.579
2025-09-08T18:17:59.481428383+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.596
2025-09-08T18:17:59.482026729+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.590
2025-09-08T18:17:59.482639392+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.606
2025-09-08T18:17:59.483229914+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.582
2025-09-08T18:17:59.48384146+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.604
2025-09-08T18:17:59.484437151+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.589
2025-09-08T18:17:59.485007908+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.564
2025-09-08T18:17:59.485613796+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.599
2025-09-08T18:17:59.486185601+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.564
2025-09-08T18:17:59.486788346+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.595
2025-09-08T18:17:59.487547051+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.752
2025-09-08T18:17:59.488269507+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.713
2025-09-08T18:17:59.488881891+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.604
2025-09-08T18:17:59.489535551+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.645
2025-09-08T18:17:59.490269113+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.726
2025-09-08T18:17:59.490881077+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.605
2025-09-08T18:17:59.491493321+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.605
2025-09-08T18:17:59.492093762+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.593
2025-09-08T18:17:59.49264161+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.541
2025-09-08T18:17:59.493227872+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.580
2025-09-08T18:17:59.493772438+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.537
2025-09-08T18:17:59.494389362+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.610
2025-09-08T18:17:59.494993085+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.596
2025-09-08T18:17:59.495676569+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.676
2025-09-08T18:17:59.496392669+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.708
2025-09-08T18:17:59.496987871+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.588
2025-09-08T18:17:59.497605074+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.610
2025-09-08T18:17:59.498206143+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.594
2025-09-08T18:17:59.498821181+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.607
2025-09-08T18:17:59.499447952+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.620
2025-09-08T18:17:59.500065783+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.610
2025-09-08T18:17:59.500847327+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.774
2025-09-08T18:17:59.501637111+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.782
2025-09-08T18:17:59.502386248+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.743
2025-09-08T18:17:59.502986129+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.592
2025-09-08T18:17:59.503708097+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.714
2025-09-08T18:17:59.504404781+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.687
2025-09-08T18:17:59.505006199+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.593
2025-09-08T18:17:59.505625497+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.578
2025-09-08T18:17:59.506224331+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.591
2025-09-08T18:17:59.506797323+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.565
2025-09-08T18:17:59.507397903+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.592
2025-09-08T18:17:59.507990312+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.585
2025-09-08T18:17:59.508598365+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.600
2025-09-08T18:17:59.509116111+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.511
2025-09-08T18:17:59.509681979+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.558
2025-09-08T18:17:59.51028675+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.597
2025-09-08T18:17:59.510889286+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.596
2025-09-08T18:17:59.511450195+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.554
2025-09-08T18:17:59.512046934+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.590
2025-09-08T18:17:59.51261385+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.559
2025-09-08T18:17:59.513208004+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.586
2025-09-08T18:17:59.513771637+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.556
2025-09-08T18:17:59.514289663+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.510
2025-09-08T18:17:59.514818165+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.520
2025-09-08T18:17:59.515386897+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.562
2025-09-08T18:17:59.515989572+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.595
2025-09-08T18:17:59.516564939+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.567
2025-09-08T18:17:59.517176834+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.604
2025-09-08T18:17:59.517785446+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.601
2025-09-08T18:17:59.518358298+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.566
2025-09-08T18:17:59.518941627+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.575
2025-09-08T18:17:59.519520975+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.572
2025-09-08T18:17:59.520107796+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.579
2025-09-08T18:17:59.520712287+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.597
2025-09-08T18:17:59.521300715+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.580
2025-09-08T18:17:59.521905904+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.598
2025-09-08T18:17:59.522515634+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.602
2025-09-08T18:17:59.523117401+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.594
2025-09-08T18:17:59.523742287+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.617
2025-09-08T18:17:59.524297609+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.547
2025-09-08T18:17:59.524824784+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.520
2025-09-08T18:17:59.525419846+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.588
2025-09-08T18:17:59.525975727+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.547
2025-09-08T18:17:59.526587622+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.605
2025-09-08T18:17:59.527196164+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.600
2025-09-08T18:17:59.527811551+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.608
2025-09-08T18:17:59.528386149+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.567
2025-09-08T18:17:59.528984494+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.590
2025-09-08T18:17:59.52966267+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.625
2025-09-08T18:17:59.530313188+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.642
2025-09-08T18:17:59.530883875+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.563
2025-09-08T18:17:59.531465528+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.574
2025-09-08T18:17:59.53202078+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.547
2025-09-08T18:17:59.53261696+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.588
2025-09-08T18:17:59.533209997+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.585
2025-09-08T18:17:59.533764969+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.547
2025-09-08T18:17:59.534361429+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.589
2025-09-08T18:17:59.534946574+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.577
2025-09-08T18:17:59.53556671+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.612
2025-09-08T18:17:59.536164007+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.590
2025-09-08T18:17:59.536779953+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.608
2025-09-08T18:17:59.537383885+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.585
2025-09-08T18:17:59.537969519+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.579
2025-09-08T18:17:59.538573102+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.596
2025-09-08T18:17:59.539174451+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.593
2025-09-08T18:17:59.539785019+03:00,heap_no_index,select,10000,"k in [a,b] (~N/50, cap 1000)",0.601
2025-09-08T18:17:59.775513235+03:00,heap_no_index,delete,10000,k%7=0,59.171
2025-09-08T18:17:59.835519563+03:00,heap_no_index,delete,10000,k%7=0,59.988
2025-09-08T18:17:59.896040214+03:00,heap_no_index,delete,10000,k%7=0,60.503
2025-09-08T18:17:59.955504349+03:00,heap_no_index,delete,10000,k%7=0,59.443
2025-09-08T18:18:00.013623448+03:00,heap_no_index,delete,10000,k%7=0,58.104
2025-09-08T18:18:00.071563539+03:00,heap_no_index,delete,10000,k%7=0,57.924
2025-09-08T18:18:00.13089162+03:00,heap_no_index,delete,10000,k%7=0,59.316
2025-09-08T18:18:00.191318821+03:00,heap_no_index,delete,10000,k%7=0,60.413
2025-09-08T18:18:00.249443158+03:00,heap_no_index,delete,10000,k%7=0,58.111
2025-09-08T18:18:00.309030776+03:00,heap_no_index,delete,10000,k%7=0,59.572
2025-09-08T18:18:00.367470663+03:00,heap_no_index,delete,10000,k%7=0,58.424
2025-09-08T18:18:00.438579166+03:00,heap_no_index,delete,10000,k%7=0,71.088
2025-09-08T18:18:00.503433157+03:00,heap_no_index,delete,10000,k%7=0,64.829
2025-09-08T18:18:00.563744209+03:00,heap_no_index,delete,10000,k%7=0,60.294
2025-09-08T18:18:00.626064923+03:00,heap_no_index,delete,10000,k%7=0,62.292
2025-09-08T18:18:00.688064709+03:00,heap_no_index,delete,10000,k%7=0,61.973
2025-09-08T18:18:00.769578914+03:00,heap_no_index,delete,10000,k%7=0,81.487
2025-09-08T18:18:00.832588979+03:00,heap_no_index,delete,10000,k%7=0,62.986
2025-09-08T18:18:00.894980445+03:00,heap_no_index,delete,10000,k%7=0,62.363
2025-09-08T18:18:00.957703456+03:00,heap_no_index,delete,10000,k%7=0,62.701
2025-09-08T18:18:01.019670765+03:00,heap_no_index,delete,10000,k%7=0,61.942
2025-09-08T18:18:01.079578263+03:00,heap_no_index,delete,10000,k%7=0,59.893
2025-09-08T18:18:01.141207042+03:00,heap_no_index,delete,10000,k%7=0,61.616
2025-09-08T18:18:01.202433736+03:00,heap_no_index,delete,10000,k%7=0,61.213
2025-09-08T18:18:01.26506588+03:00,heap_no_index,delete,10000,k%7=0,62.617
2025-09-08T18:18:01.330693661+03:00,heap_no_index,delete,10000,k%7=0,65.613
2025-09-08T18:18:01.443486571+03:00,heap_no_index,delete,10000,k%7=0,112.772
2025-09-08T18:18:01.808278114+03:00,heap_no_index,delete,10000,k%7=0,364.717
2025-09-08T18:18:01.869964584+03:00,heap_no_index,delete,10000,k%7=0,61.673
2025-09-08T18:18:01.930772568+03:00,heap_no_index,delete,10000,k%7=0,60.791
2025-09-08T18:18:01.990364027+03:00,heap_no_index,delete,10000,k%7=0,59.575
2025-09-08T18:18:02.049700558+03:00,heap_no_index,delete,10000,k%7=0,59.305
2025-09-08T18:18:02.108712669+03:00,heap_no_index,delete,10000,k%7=0,58.996
2025-09-08T18:18:02.166641375+03:00,heap_no_index,delete,10000,k%7=0,57.914
2025-09-08T18:18:02.225031533+03:00,heap_no_index,delete,10000,k%7=0,58.377
2025-09-08T18:18:02.283108725+03:00,heap_no_index,delete,10000,k%7=0,58.065
2025-09-08T18:18:02.340528484+03:00,heap_no_index,delete,10000,k%7=0,57.405
2025-09-08T18:18:02.39755391+03:00,heap_no_index,delete,10000,k%7=0,57.013
2025-09-08T18:18:02.455713098+03:00,heap_no_index,delete,10000,k%7=0,58.147
2025-09-08T18:18:02.516585128+03:00,heap_no_index,delete,10000,k%7=0,60.852
2025-09-08T18:18:02.574516557+03:00,heap_no_index,delete,10000,k%7=0,57.916
2025-09-08T18:18:02.635613063+03:00,heap_no_index,delete,10000,k%7=0,61.081
2025-09-08T18:18:02.694287342+03:00,heap_no_index,delete,10000,k%7=0,58.660
2025-09-08T18:18:02.752508481+03:00,heap_no_index,delete,10000,k%7=0,58.209
2025-09-08T18:18:02.810538948+03:00,heap_no_index,delete,10000,k%7=0,58.016
2025-09-08T18:18:02.870036327+03:00,heap_no_index,delete,10000,k%7=0,59.482
2025-09-08T18:18:02.928625748+03:00,heap_no_index,delete,10000,k%7=0,58.576
2025-09-08T18:18:02.986573521+03:00,heap_no_index,delete,10000,k%7=0,57.932
2025-09-08T18:18:03.044461298+03:00,heap_no_index,delete,10000,k%7=0,57.874
2025-09-08T18:18:03.101820154+03:00,heap_no_index,delete,10000,k%7=0,57.346
2025-09-08T18:18:03.160186007+03:00,heap_no_index,delete,10000,k%7=0,58.352
2025-09-08T18:18:03.217834222+03:00,heap_no_index,delete,10000,k%7=0,57.635
2025-09-08T18:18:03.275706354+03:00,heap_no_index,delete,10000,k%7=0,57.858
2025-09-08T18:18:03.33336337+03:00,heap_no_index,delete,10000,k%7=0,57.639
2025-09-08T18:18:03.391335238+03:00,heap_no_index,delete,10000,k%7=0,57.899
2025-09-08T18:18:03.451760133+03:00,heap_no_index,delete,10000,k%7=0,60.410
2025-09-08T18:18:03.51708214+03:00,heap_no_index,delete,10000,k%7=0,65.302
2025-09-08T18:18:03.575576225+03:00,heap_no_index,delete,10000,k%7=0,58.481
2025-09-08T18:18:03.633758879+03:00,heap_no_index,delete,10000,k%7=0,58.170
2025-09-08T18:18:03.691711052+03:00,heap_no_index,delete,10000,k%7=0,57.937
2025-09-08T18:18:03.756269326+03:00,heap_no_index,delete,10000,k%7=0,64.544
2025-09-08T18:18:03.815870282+03:00,heap_no_index,delete,10000,k%7=0,59.585
2025-09-08T18:18:03.87541292+03:00,heap_no_index,delete,10000,k%7=0,59.528
2025-09-08T18:18:03.933436402+03:00,heap_no_index,delete,10000,k%7=0,58.010
2025-09-08T18:18:03.993165031+03:00,heap_no_index,delete,10000,k%7=0,59.713
2025-09-08T18:18:04.052518534+03:00,heap_no_index,delete,10000,k%7=0,59.339
2025-09-08T18:18:04.111586029+03:00,heap_no_index,delete,10000,k%7=0,59.047
2025-09-08T18:18:04.170685582+03:00,heap_no_index,delete,10000,k%7=0,59.085
2025-09-08T18:18:04.22894178+03:00,heap_no_index,delete,10000,k%7=0,58.243
2025-09-08T18:18:04.28713519+03:00,heap_no_index,delete,10000,k%7=0,58.180
2025-09-08T18:18:04.346145414+03:00,heap_no_index,delete,10000,k%7=0,58.998
2025-09-08T18:18:04.406461912+03:00,heap_no_index,delete,10000,k%7=0,60.297
2025-09-08T18:18:04.464765254+03:00,heap_no_index,delete,10000,k%7=0,58.290
2025-09-08T18:18:04.524490182+03:00,heap_no_index,delete,10000,k%7=0,59.712
2025-09-08T18:18:04.591837706+03:00,heap_no_index,delete,10000,k%7=0,67.334
2025-09-08T18:18:04.656982102+03:00,heap_no_index,delete,10000,k%7=0,65.129
2025-09-08T18:18:04.720014446+03:00,heap_no_index,delete,10000,k%7=0,63.017
2025-09-08T18:18:04.782952571+03:00,heap_no_index,delete,10000,k%7=0,62.923
2025-09-08T18:18:04.84548407+03:00,heap_no_index,delete,10000,k%7=0,62.516
2025-09-08T18:18:04.903444414+03:00,heap_no_index,delete,10000,k%7=0,57.944
2025-09-08T18:18:04.962486625+03:00,heap_no_index,delete,10000,k%7=0,59.028
2025-09-08T18:18:05.021092318+03:00,heap_no_index,delete,10000,k%7=0,58.590
2025-09-08T18:18:05.081417965+03:00,heap_no_index,delete,10000,k%7=0,60.312
